作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
003825,槐,えんじゅ,えんしゆ,,,,,NDC 768 914,新字旧仮名,なし,7/10/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card3825.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,1971（昭和46）年6月5日,1979（昭和54）年4月10日初版第11刷,,,,,,,,,,,,,土屋隆,松永正敏,https://www.aozora.gr.jp/cards/000879/files/3825_ruby_27196.zip,6/27/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/3825_27284.html,6/27/2007,ShiftJIS,JIS X 0208,0
000118,老いたる素戔嗚尊,おいたるすさのおのみこと,おいたるすさのおのみこと,,,,「大阪毎日新聞」「東京日日新聞」1920（大正9）年3～6月,NDC 913,新字旧仮名,なし,1/17/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card118.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,現代日本文學大系　43　芥川龍之介集,筑摩書房,1968（昭和43）年8月25日,1968（昭和43）年8月25日初版第1刷,,,,,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/118_ruby_1281.zip,2/18/2004,ShiftJIS,JIS X 0208,3,https://www.aozora.gr.jp/cards/000879/files/118_14835.html,2/18/2004,ShiftJIS,JIS X 0208,1
000117,往生絵巻,おうじょうえまき,おうしようえまき,,,,「国粋」1921（大正10）年4月,NDC 913,新字旧仮名,なし,12/28/1998,9/17/2014,https://www.aozora.gr.jp/cards/000879/card117.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,現代日本文學大系　43　芥川龍之介集,筑摩書房,1968（昭和43）年8月25日,1968（昭和43）年8月25日初版第1刷,,,,,,,,,,,,,j.utiyama,もりみつじゅんじ,https://www.aozora.gr.jp/cards/000879/files/117_ruby_1003.zip,2/18/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/117_14836.html,2/18/2004,ShiftJIS,JIS X 0208,0
003763,鸚鵡,おうむ,おうむ,――大震覚え書の一つ――,――だいしんおぼえがきのひとつ――,,,NDC 914,新字旧仮名,なし,7/13/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card3763.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,1971（昭和46）年6月5日,1979（昭和54）年4月10日初版第11刷,,,,,,,,,,,,,土屋隆,松永正敏,https://www.aozora.gr.jp/cards/000879/files/3763_ruby_27197.zip,6/27/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/3763_27285.html,6/27/2007,ShiftJIS,JIS X 0208,0
000123,大川の水,おおかわのみず,おおかわのみす,,,,「心の花」1914（大正3）年4月,NDC 914,新字新仮名,なし,1/11/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card123.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,羅生門・鼻・芋粥,角川文庫、角川書店,1950（昭和25）年10月20日,1985（昭和60）年11月10日改版38版,1985（昭和60）年11月10日改版38版,,,,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/123_ruby_1199.zip,3/15/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/123_15167.html,3/15/2004,ShiftJIS,JIS X 0208,0
049328,大久保湖州,おおくぼこしゅう,おおくほこしゆう,,,,（上）「女性改造　第三巻第五号」1924（大正13）年5月1日、（下）「女性改造　第三巻第六号」1924（大正13）年6月1日,NDC 289 914,新字旧仮名,なし,12/21/2008,9/21/2014,https://www.aozora.gr.jp/cards/000879/card49328.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集　第十一巻,岩波書店,1996（平成8）年9月9日,1996（平成8）年9月9日,,梅・馬・鶯,新潮社,1926（大正15）年12月25日,,,,,,,,,もりみつじゅんじ,土屋隆,https://www.aozora.gr.jp/cards/000879/files/49328_ruby_33094.zip,12/3/2008,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/49328_33646.html,12/3/2008,ShiftJIS,JIS X 0208,0
003824,Ｏ君の新秋,オーくんのしんしゅう,おおくんのしんしゆう,,,,,NDC 914,新字旧仮名,なし,7/13/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card3824.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,1971（昭和46）年6月5日,1979（昭和54）年4月10日初版第11刷,,,,,,,,,,,,,土屋隆,松永正敏,https://www.aozora.gr.jp/cards/000879/files/3824_ruby_27198.zip,6/27/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/3824_27286.html,6/27/2007,ShiftJIS,JIS X 0208,0
000115,尾形了斎覚え書,おがたりょうさいおぼえがき,おかたりようさいおほえかき,,,,「新潮」1917（大正6）年1月,NDC 913,新字旧仮名,なし,10/5/1998,9/17/2014,https://www.aozora.gr.jp/cards/000879/card115.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,現代日本文學大系　43　芥川龍之介集,筑摩書房,1968（昭和43）年8月25日,1968（昭和43）年8月25日初版第1刷,,,,,,,,,,,,,j.utiyama,野口英司,https://www.aozora.gr.jp/cards/000879/files/115_ruby_592.zip,2/19/2004,ShiftJIS,JIS X 0208,3,https://www.aozora.gr.jp/cards/000879/files/115_14856.html,2/19/2004,ShiftJIS,JIS X 0208,0
000116,おぎん,おぎん,おきん,,,,「中央公論」1922（大正11）年9月,NDC 913,新字新仮名,なし,1/5/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card116.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集5,ちくま文庫、筑摩書房,1987（昭和62）年2月24日,1995（平成7）年4月10日第6刷,1996（平成8）年7月15日第7刷,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/116_ruby_1095.zip,3/15/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/116_15168.html,3/15/2004,ShiftJIS,JIS X 0208,0
000119,お時儀,おじぎ,おしき,,,,「女性」1923（大正12）年10月,NDC 913,新字新仮名,なし,12/28/1998,9/17/2014,https://www.aozora.gr.jp/cards/000879/card119.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集5,ちくま文庫、筑摩書房,1987（昭和62）年2月24日,1995（平成7）年4月10日第6刷,,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,もりみつじゅんじ,https://www.aozora.gr.jp/cards/000879/files/119_ruby_1007.zip,3/15/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/119_15169.html,3/15/2004,ShiftJIS,JIS X 0208,0
000125,おしの,おしの,おしの,,,,「中央公論」1923（大正12）年4月,NDC 913,新字新仮名,なし,1/5/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card125.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集5,ちくま文庫、筑摩書房,1987（昭和62）年2月24日,1995（平成7）年4月10日第6刷,1996（平成8）年7月15日第7刷,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/125_ruby_1099.zip,3/20/2012,ShiftJIS,JIS X 0208,3,https://www.aozora.gr.jp/cards/000879/files/125_15170.html,3/20/2012,ShiftJIS,JIS X 0208,1
000126,お富の貞操,おとみのていそう,おとみのていそう,,,,「改造」1922（大正11）年5、9月,NDC 913,新字旧仮名,なし,1/19/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card126.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,現代日本文學大系　43　芥川龍之介集,筑摩書房,1968（昭和43）年8月25日,1968（昭和43）年8月25日初版第1刷,,,,,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/126_ruby_1296.zip,2/19/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/126_14861.html,2/19/2004,ShiftJIS,JIS X 0208,0
003826,鬼ごつこ,おにごっこ,おにこつこ,,,,,NDC 913,新字旧仮名,なし,7/13/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card3826.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,1971（昭和46）年6月5日,1979（昭和54）年4月10日初版第11刷,,,,,,,,,,,,,土屋隆,松永正敏,https://www.aozora.gr.jp/cards/000879/files/3826_ruby_27199.zip,6/27/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/3826_27287.html,6/27/2007,ShiftJIS,JIS X 0208,0
000124,お律と子等と,おりつとこらと,おりつとこらと,,,,「中央公論」1920（大正9）年10、11月,NDC 913,新字新仮名,なし,12/19/1998,9/17/2014,https://www.aozora.gr.jp/cards/000879/card124.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集4,ちくま文庫、筑摩書房,1987（昭和62）年1月27日,1993（平成5）年12月25日第6刷,1996（平成8）年7月15日第8刷,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/124_ruby_952.zip,3/15/2004,ShiftJIS,JIS X 0208,4,https://www.aozora.gr.jp/cards/000879/files/124_15171.html,3/15/2004,ShiftJIS,JIS X 0208,0
000121,温泉だより,おんせんだより,おんせんたより,,,,「女性」1925（大正14）年6月,NDC 913,新字新仮名,なし,1/17/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card121.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集6,ちくま文庫、筑摩書房,1987（昭和62）年3月24日,1993（平成5）年2月25日第6刷,,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,大野晋,https://www.aozora.gr.jp/cards/000879/files/121_ruby_1285.zip,3/15/2004,ShiftJIS,JIS X 0208,4,https://www.aozora.gr.jp/cards/000879/files/121_15172.html,3/15/2004,ShiftJIS,JIS X 0208,0
000120,女,おんな,おんな,,,,「解放」1920（大正9）年5月,NDC 913,新字新仮名,なし,12/28/1998,9/17/2014,https://www.aozora.gr.jp/cards/000879/card120.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集3,ちくま文庫、筑摩書房,1986（昭和61）年12月1日,1996（平成8）年4月1日第8刷,,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,もりみつじゅんじ,https://www.aozora.gr.jp/cards/000879/files/120_ruby_1011.zip,3/15/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/120_15173.html,3/15/2004,ShiftJIS,JIS X 0208,0
000067,開化の良人,かいかのおっと,かいかのおつと,,,,「中外」1919（大正8）年2月,NDC 913,新字新仮名,なし,12/23/1998,9/17/2014,https://www.aozora.gr.jp/cards/000879/card67.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集2,ちくま文庫、筑摩書房,1986（昭和61）年10月28日,1996（平成8）7月15日第11刷,1996（平成8）7月15日第11刷,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/67_ruby_967.zip,3/15/2004,ShiftJIS,JIS X 0208,3,https://www.aozora.gr.jp/cards/000879/files/67_15174.html,3/15/2004,ShiftJIS,JIS X 0208,0
000066,開化の殺人,かいかのさつじん,かいかのさつしん,,,,「中央公論」1918（大正7）年7月,NDC 913,新字旧仮名,なし,7/6/1998,9/17/2014,https://www.aozora.gr.jp/cards/000879/card66.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,現代日本文學大系　43　芥川龍之介集,筑摩書房,1968（昭和43）年8月25日,1968（昭和43）年8月25日初版第1刷,,,,,,,,,,,,,j.utiyama,野口英司,https://www.aozora.gr.jp/cards/000879/files/66_ruby_400.zip,2/23/2004,ShiftJIS,JIS X 0208,3,https://www.aozora.gr.jp/cards/000879/files/66_14906.html,2/23/2004,ShiftJIS,JIS X 0208,0
000065,貝殻,かいがら,かいから,,,,「文藝春秋」1927（昭和2）年1月,NDC 914 917,新字旧仮名,なし,1/27/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card65.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介作品集　第四巻,昭和出版社,1965（昭和40）年12月20日,,,,,,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/65_ruby_1386.zip,2/23/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/65_14907.html,2/23/2004,ShiftJIS,JIS X 0208,0
003764,解嘲,かいちょう,かいちよう,,,,,NDC 910,新字旧仮名,なし,7/13/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card3764.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,1971（昭和46）年6月5日,1979（昭和54）年4月10日初版第11刷,,,,,,,,,,,,,土屋隆,松永正敏,https://www.aozora.gr.jp/cards/000879/files/3764_ruby_27200.zip,6/27/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/3764_27288.html,6/27/2007,ShiftJIS,JIS X 0208,0
003800,蛙,かえる,かえる,,,,,NDC 913,新字旧仮名,なし,7/13/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card3800.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,1971（昭和46）年6月5日,1979（昭和54）年4月10日初版第11刷,,,,,,,,,,,,,土屋隆,松永正敏,https://www.aozora.gr.jp/cards/000879/files/3800_ruby_27201.zip,6/27/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/3800_27289.html,6/27/2007,ShiftJIS,JIS X 0208,0
043365,格さんと食慾,かくさんとしょくよく,かくさんとしよくよく,――最近の宇野浩二氏――,――さいきんのうのこうじし――,,,NDC 914,新字新仮名,なし,3/13/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card43365.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,大川の水・追憶・本所両国　現代日本のエッセイ,講談社文芸文庫、講談社,1995（平成7）年1月10日,1995（平成7）年1月10日第1刷,1995（平成7）年1月10日第1刷,芥川龍之介全集第1～9、12巻,岩波書店,1977（昭和52）年7、9～12月、1978（昭和53）年1～4、7月,,,,,,,,,向井樹里,砂場清隆,https://www.aozora.gr.jp/cards/000879/files/43365_ruby_25702.zip,2/12/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/43365_26114.html,2/12/2007,ShiftJIS,JIS X 0208,0
000064,影,かげ,かけ,,,,「改造」1920（大正9）年9月,NDC 913,新字新仮名,なし,3/1/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card64.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集4,ちくま文庫、筑摩書房,1987（昭和62）年1月27日,1996（平成8）年7月15日第8刷,,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,もりみつじゅんじ,https://www.aozora.gr.jp/cards/000879/files/64_ruby_1561.zip,3/15/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/64_15175.html,3/15/2004,ShiftJIS,JIS X 0208,0
000074,片恋,かたこい,かたこい,,,,「文章世界」1917（大正6）年10月,NDC 913,新字新仮名,なし,12/7/1998,9/17/2014,https://www.aozora.gr.jp/cards/000879/card74.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集2,ちくま文庫、筑摩書房,1986（昭和61）年10月28日,1996（平成8）7月15日第11刷,1996（平成8）7月15日第11刷,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/74_ruby_853.zip,3/15/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/74_15176.html,3/15/2004,ShiftJIS,JIS X 0208,0
003814,かちかち山,かちかちやま,かちかちやま,,,,,NDC 913,新字旧仮名,なし,7/13/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card3814.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,1971（昭和46）年6月5日,1979（昭和54）年4月10日初版第11刷,,,,,,,,,,,,,土屋隆,松永正敏,https://www.aozora.gr.jp/cards/000879/files/3814_ruby_27202.zip,6/27/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/3814_27290.html,6/27/2007,ShiftJIS,JIS X 0208,0
003772,学校友だち,がっこうともだち,かつこうともたち,,,,,NDC 914,新字旧仮名,なし,7/13/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card3772.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,1971（昭和46）年6月5日,1979（昭和54）年4月10日初版第11刷,,,,,,,,,,,,,土屋隆,松永正敏,https://www.aozora.gr.jp/cards/000879/files/3772_ruby_27203.zip,6/27/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/3772_27291.html,6/27/2007,ShiftJIS,JIS X 0208,0
000069,河童,かっぱ,かつは,,,,「改造」1927（昭和2）年3月,NDC 913,新字新仮名,なし,1/24/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card69.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,河童・或る阿呆の一生,旺文社文庫、旺文社,1966（昭和41）年10月20日,1984（昭和59）年重版,,,,,,,,,,,,,もりみつじゅんじ,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/69_ruby_1321.zip,3/20/2012,ShiftJIS,JIS X 0208,5,https://www.aozora.gr.jp/cards/000879/files/69_14933.html,3/20/2012,ShiftJIS,JIS X 0208,5
045761,河童,かっぱ,かつは,,,,「改造　第九巻第三号」1927（昭和2）年3月1日,NDC 913,新字旧仮名,なし,5/29/2010,9/21/2014,https://www.aozora.gr.jp/cards/000879/card45761.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集　第十四巻,岩波書店,1996（平成8）年12月9日,1996（平成8）年12月9日,1996（平成8）年12月9日,改造　第九巻第三号,改造社,1927（昭和2）年3月1日,,,,,,,,,五十嵐仁,小林繁雄,https://www.aozora.gr.jp/cards/000879/files/45761_ruby_38235.zip,4/14/2011,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000879/files/45761_39095.html,4/14/2011,ShiftJIS,JIS X 0208,1
003802,南瓜,かぼちゃ,かほちや,,,,,NDC 913,新字旧仮名,なし,7/13/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card3802.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,1971（昭和46）年6月5日,1979（昭和54）年4月10日初版第11刷,,,,,,,,,,,,,土屋隆,松永正敏,https://www.aozora.gr.jp/cards/000879/files/3802_ruby_27204.zip,6/27/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/3802_27292.html,6/27/2007,ShiftJIS,JIS X 0208,0
000068,神神の微笑,かみがみのびしょう,かみかみのひしよう,,,,「新小説」1922（大正11）年1月,NDC 913,新字新仮名,なし,12/19/1998,9/17/2014,https://www.aozora.gr.jp/cards/000879/card68.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集4,ちくま文庫、筑摩書房,1987（昭和62）年1月27日,1993（平成5）年12月25日第6刷,1996（平成8）年7月15日第8刷,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/68_ruby_936.zip,3/15/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/68_15177.html,3/15/2004,ShiftJIS,JIS X 0208,0
003766,「仮面」の人々,「かめん」のひとびと,かめんのひとひと,,,,,NDC 914,新字旧仮名,なし,7/16/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card3766.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,1971（昭和46）年6月5日,1979（昭和54）年4月10日初版第11刷,,,,,,,,,,,,,土屋隆,松永正敏,https://www.aozora.gr.jp/cards/000879/files/3766_ruby_27205.zip,6/27/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/3766_27293.html,6/27/2007,ShiftJIS,JIS X 0208,0
043366,鴨猟,かもりょう,かもりよう,,,,,NDC 914,新字新仮名,なし,3/7/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card43366.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,大川の水・追憶・本所両国　現代日本のエッセイ,講談社文芸文庫、講談社,1995（平成7）年1月10日,1995（平成7）年1月10日第1刷,1995（平成7）年1月10日第1刷,芥川龍之介全集第1～9、12巻,岩波書店,1977（昭和52）年7、9～12月、1978（昭和53）年1～4、7月,,,,,,,,,向井樹里,砂場清隆,https://www.aozora.gr.jp/cards/000879/files/43366_ruby_25731.zip,2/12/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/43366_26100.html,2/12/2007,ShiftJIS,JIS X 0208,0
002323,軽井沢で,かるいざわで,かるいさわて,,,,,NDC 914 917,新字旧仮名,なし,2/15/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card2323.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集　第四巻,筑摩書房,1971（昭和46）年6月5日,1971（昭和46）年10月5日初版第5刷,1971（昭和46）年10月5日初版第5刷,,,,,,,,,,,,j.utiyama,j.utiyama,https://www.aozora.gr.jp/cards/000879/files/2323_ruby_1514.zip,10/20/2003,ShiftJIS,JIS X 0208,3,https://www.aozora.gr.jp/cards/000879/files/2323_13460.html,10/20/2003,ShiftJIS,JIS X 0208,0
